team_id_ball, player_id_ball, x_loc_ball, y_loc_ball, radius_ball, team_id_0, player_id_0, x_loc_0, y_loc_0, radius_0, team_id_1, player_id_1, x_loc_1, y_loc_1, radius_1, team_id_2, player_id_2, x_loc_2, y_loc_2, radius_2, team_id_3, player_id_3, x_loc_3, y_loc_3, radius_3, team_id_4, player_id_4, x_loc_4, y_loc_4, radius_4, team_id_5, player_id_5, x_loc_5, y_loc_5, radius_5, team_id_6, player_id_6, x_loc_6, y_loc_6, radius_6, team_id_7, player_id_7, x_loc_7, y_loc_7, radius_7, team_id_8, player_id_8, x_loc_8, y_loc_8, radius_8, team_id_9, player_id_9, x_loc_9, y_loc_9, radius_9, game_clock, shot_clock, quarter, game_id, game_num, events
-1,-1,6.2140,26.6514,9.1511,1610612739,2210,19.8305,5.2644,0.0000,1610612739,2590,27.4644,40.4661,0.0000,1610612739,2747,34.4813,19.7651,0.0000,1610612741,201149,12.4016,25.6335,0.0000,1610612741,201166,18.9185,39.7646,0.0000,1610612739,201567,7.0335,24.7067,0.0000,1610612739,202684,14.5875,26.7226,0.0000,1610612741,202703,7.5658,26.9618,0.0000,1610612741,202734,17.8285,27.4095,0.0000,1610612741,203926,16.7346,11.8070,0.0000,279.0000,23.6600,1,21500002,1,empty
-1,-1,6.0498,26.7247,9.8415,1610612739,2210,20.0678,5.3450,0.0000,1610612739,2590,27.5658,40.3729,0.0000,1610612739,2747,34.5841,19.8197,0.0000,1610612741,201149,12.3319,25.7052,0.0000,1610612741,201166,18.8369,39.7801,0.0000,1610612739,201567,6.9438,24.6665,0.0000,1610612739,202684,14.6635,26.7953,0.0000,1610612741,202703,7.3992,26.9518,0.0000,1610612741,202734,17.7240,27.6271,0.0000,1610612741,203926,17.0057,11.7802,0.0000,278.9600,23.6300,1,21500002,1,empty
-1,-1,5.9708,26.4064,10.2176,1610612739,2210,20.3088,5.4091,0.0000,1610612739,2590,27.6649,40.2805,0.0000,1610612739,2747,34.6868,19.8730,0.0000,1610612741,201149,12.2583,25.7775,0.0000,1610612741,201166,18.7582,39.8026,0.0000,1610612739,201567,6.8320,24.6044,0.0000,1610612739,202684,14.7838,26.8573,0.0000,1610612741,202703,7.2451,26.9423,0.0000,1610612741,202734,17.6107,27.8445,0.0000,1610612741,203926,17.2852,11.7498,0.0000,278.9200,23.6000,1,21500002,1,empty
-1,-1,5.7581,26.5184,10.8111,1610612739,2210,20.5695,5.4784,0.0000,1610612739,2590,27.7627,40.1944,0.0000,1610612739,2747,34.7968,19.9194,0.0000,1610612741,201149,12.2039,25.8481,0.0000,1610612741,201166,18.6853,39.8233,0.0000,1610612739,201567,6.7237,24.5100,0.0000,1610612739,202684,14.8785,26.9494,0.0000,1610612741,202703,7.0792,26.9575,0.0000,1610612741,202734,17.5008,28.0696,0.0000,1610612741,203926,17.5669,11.7163,0.0000,278.8800,23.5600,1,21500002,1,empty
-1,-1,5.6739,26.4376,11.2758,1610612739,2210,20.8359,5.5679,0.0000,1610612739,2590,27.8604,40.1115,0.0000,1610612739,2747,34.9074,19.9628,0.0000,1610612741,201149,12.1448,25.9034,0.0000,1610612741,201166,18.6183,39.8398,0.0000,1610612739,201567,6.5822,24.4301,0.0000,1610612739,202684,14.9572,27.0592,0.0000,1610612741,202703,6.9331,27.0392,0.0000,1610612741,202734,17.3768,28.3122,0.0000,1610612741,203926,17.8613,11.6701,0.0000,278.8400,23.5300,1,21500002,1,empty
-1,-1,5.4733,26.4169,11.7784,1610612739,2210,21.1148,5.6643,0.0000,1610612739,2590,27.9570,40.0355,0.0000,1610612739,2747,35.0176,20.0080,0.0000,1610612741,201149,12.0677,25.9507,0.0000,1610612741,201166,18.5555,39.8544,0.0000,1610612739,201567,6.4522,24.3550,0.0000,1610612739,202684,15.0188,27.1636,0.0000,1610612741,202703,6.7869,27.1234,0.0000,1610612741,202734,17.2564,28.5720,0.0000,1610612741,203926,18.1522,11.6375,0.0000,278.8000,23.5000,1,21500002,1,empty
-1,-1,5.3802,26.3666,12.1390,1610612739,2210,21.3914,5.7523,0.0000,1610612739,2590,28.0536,39.9684,0.0000,1610612739,2747,35.1321,20.0451,0.0000,1610612741,201149,12.0012,25.9795,0.0000,1610612741,201166,18.4983,39.8671,0.0000,1610612739,201567,6.3332,24.3636,0.0000,1610612739,202684,15.0399,27.3871,0.0000,1610612741,202703,6.6125,27.1667,0.0000,1610612741,202734,17.1353,28.8250,0.0000,1610612741,203926,18.4332,11.6206,0.0000,278.7600,23.4600,1,21500002,1,empty
-1,-1,5.3333,26.2460,12.3483,1610612739,2210,21.6666,5.8465,0.0000,1610612739,2590,28.1450,39.9049,0.0000,1610612739,2747,35.2505,20.0800,0.0000,1610612741,201149,11.9181,25.9390,0.0000,1610612741,201166,18.4531,39.8743,0.0000,1610612739,201567,6.2407,24.3826,0.0000,1610612739,202684,15.0161,27.6050,0.0000,1610612741,202703,6.4844,27.2743,0.0000,1610612741,202734,17.0062,29.0894,0.0000,1610612741,203926,18.7061,11.6048,0.0000,278.7200,23.4300,1,21500002,1,empty
-1,-1,5.1386,26.1744,12.6783,1610612739,2210,21.9578,5.9367,0.0000,1610612739,2590,28.2319,39.8341,0.0000,1610612739,2747,35.3633,20.1098,0.0000,1610612741,201149,11.8197,25.8729,0.0000,1610612741,201166,18.4134,39.8865,0.0000,1610612739,201567,6.1608,24.4052,0.0000,1610612739,202684,14.9767,27.7899,0.0000,1610612741,202703,6.3575,27.3881,0.0000,1610612741,202734,16.8846,29.3787,0.0000,1610612741,203926,18.9633,11.6001,0.0000,278.6800,23.3900,1,21500002,1,empty
-1,-1,5.0154,26.0686,12.8128,1610612739,2210,22.2392,6.0292,0.0000,1610612739,2590,28.3125,39.7638,0.0000,1610612739,2747,35.4785,20.1380,0.0000,1610612741,201149,11.7013,25.8365,0.0000,1610612741,201166,18.3829,39.8929,0.0000,1610612739,201567,6.0957,24.4348,0.0000,1610612739,202684,14.9431,27.9458,0.0000,1610612741,202703,6.2350,27.5147,0.0000,1610612741,202734,16.7331,29.6436,0.0000,1610612741,203926,19.2281,11.5573,0.0000,278.6400,23.3600,1,21500002,1,empty
